Time	MeshX	MeshY	
0	-0.3	0.08000001	
0.001	-0.3	0.07999016	
0.002	-0.3	0.07997048	
0.003	-0.3	0.07994097	
0.004	-0.3	0.0799016	
0.005	-0.3	0.07985239	
0.006	-0.2999999	0.07979335	
0.007	-0.2999999	0.07972446	
0.008	-0.2999998	0.07964573	
0.009000001	-0.2999997	0.07955716	
0.01	-0.2999996	0.07945874	
0.011	-0.2999994	0.07935049	
0.012	-0.2999992	0.07923239	
0.013	-0.2999988	0.07910445	
0.014	-0.2999985	0.07896667	
0.015	-0.2999979	0.07881905	
0.016	-0.2999973	0.07866158	
0.017	-0.2999966	0.07849428	
0.018	-0.2999957	0.07831714	
0.019	-0.2999946	0.07813016	
0.02	-0.2999934	0.07793333	
0.021	-0.2999919	0.07772668	
0.022	-0.2999903	0.07751017	
0.023	-0.2999884	0.07728383	
0.024	-0.2999863	0.07704765	
0.025	-0.2999838	0.07680164	
0.026	-0.2999811	0.07654577	
0.027	-0.299978	0.07628008	
0.028	-0.2999746	0.07600456	
0.029	-0.2999707	0.07571919	
0.03	-0.2999665	0.07542398	
0.031	-0.2999619	0.07511894	
0.032	-0.2999567	0.07480407	
0.033	-0.299951	0.07447936	
0.034	-0.2999448	0.07414484	
0.035	-0.2999381	0.07380047	
0.036	-0.2999307	0.07344627	
0.037	-0.2999227	0.07308225	
0.038	-0.2999141	0.07270841	
0.039	-0.2999047	0.07232474	
0.04	-0.2998945	0.07193124	
0.041	-0.2998836	0.07152793	
0.042	-0.2998719	0.07111479	
0.043	-0.2998593	0.07069185	
0.044	-0.2998457	0.07025909	
0.045	-0.2998312	0.06981651	
0.046	-0.2998158	0.06936413	
0.047	-0.2997993	0.06890195	
0.048	-0.2997817	0.06842997	
0.049	-0.299763	0.06794818	
0.05	-0.2997431	0.0674566	
0.051	-0.299722	0.06695524	
0.052	-0.2996996	0.06644409	
0.053	-0.2996759	0.06592316	
0.054	-0.2996508	0.06539245	
0.055	-0.2996243	0.06485196	
0.056	-0.2995963	0.06430172	
0.057	-0.2995667	0.06374171	
0.058	-0.2995356	0.06317195	
0.059	-0.2995028	0.06259243	
0.06	-0.2994684	0.06200317	
0.061	-0.2994321	0.06140418	
0.062	-0.2993941	0.06079546	
0.063	-0.2993542	0.06017702	
0.064	-0.2993123	0.05954887	
0.06500001	-0.2992684	0.058911	
0.066	-0.2992225	0.05826345	
0.067	-0.2991744	0.0576062	
0.068	-0.2991242	0.05693929	
0.06900001	-0.2990717	0.0562627	
0.07	-0.2990169	0.05557645	
0.071	-0.2989597	0.05488056	
0.072	-0.2989	0.05417504	
0.07300001	-0.2988378	0.05345989	
0.074	-0.298773	0.05273513	
0.075	-0.2987056	0.05200077	
0.07600001	-0.2986355	0.05125682	
0.07700001	-0.2985624	0.05050332	
0.078	-0.2984866	0.04974024	
0.079	-0.2984078	0.04896763	
0.08000001	-0.2983259	0.04818549	
0.081	-0.298241	0.04739384	
0.082	-0.2981528	0.04659269	
0.083	-0.2980615	0.04578207	
0.08400001	-0.2979667	0.044962	
0.085	-0.2978685	0.04413247	
0.086	-0.2977669	0.04329353	
0.087	-0.2976617	0.04244519	
0.08800001	-0.2975528	0.04158747	
0.089	-0.2974402	0.04072039	
0.09	-0.2973238	0.03984398	
0.09100001	-0.2972034	0.03895825	
0.09200001	-0.2970791	0.03806323	
0.093	-0.2969507	0.03715895	
0.094	-0.2968181	0.03624542	
0.09500001	-0.2966813	0.03532268	
0.096	-0.2965401	0.03439075	
0.097	-0.2963944	0.03344966	
0.098	-0.2962443	0.03249944	
0.09900001	-0.2960896	0.03154011	
0.1	-0.2959302	0.03057172	
0.101	-0.295766	0.02959428	
0.102	-0.2955969	0.02860783	
0.103	-0.2954228	0.02761241	
0.104	-0.2952437	0.02660804	
0.105	-0.2950594	0.02559477	
0.106	-0.2948698	0.02457262	
0.107	-0.2946749	0.02354163	
0.108	-0.2944746	0.02250185	
0.109	-0.2942687	0.02145332	
0.11	-0.2940571	0.02039606	
0.111	-0.2938399	0.01933012	
0.112	-0.2936167	0.01825555	
0.113	-0.2933877	0.01717239	
0.114	-0.2931526	0.01608067	
0.115	-0.2929114	0.01498045	
0.116	-0.2926639	0.01387178	
0.117	-0.2924101	0.0127547	
0.118	-0.2921499	0.01162926	
0.119	-0.2918831	0.0104955	
0.12	-0.2916096	0.009353488	
0.121	-0.2913295	0.00820327	
0.122	-0.2910424	0.007044897	
0.123	-0.2907484	0.005878427	
0.124	-0.2904474	0.004703915	
0.125	-0.2901392	0.003521418	
0.126	-0.2898237	0.002330996	
0.127	-0.2895009	0.001132708	
0.128	-0.2891705	-7.338318E-05	
0.129	-0.2888326	-0.001287216	
0.13	-0.288487	-0.002508726	
0.131	-0.2881336	-0.003737848	
0.132	-0.2877723	-0.004974514	
0.133	-0.2874029	-0.006218656	
0.134	-0.2870255	-0.007470205	
0.135	-0.2866399	-0.008729088	
0.136	-0.2862459	-0.009995233	
0.137	-0.2858434	-0.01126857	
0.138	-0.2854324	-0.01254902	
0.139	-0.2850128	-0.0138365	
0.14	-0.2845844	-0.01513094	
0.141	-0.2841471	-0.01643225	
0.142	-0.2837009	-0.01774037	
0.143	-0.2832456	-0.01905519	
0.144	-0.2827811	-0.02037664	
0.145	-0.2823072	-0.02170464	
0.146	-0.2818241	-0.02303909	
0.147	-0.2813313	-0.02437989	
0.148	-0.280829	-0.02572698	
0.149	-0.2803169	-0.02708024	
0.15	-0.2797949	-0.02843959	
0.151	-0.2792631	-0.02980492	
0.152	-0.2787212	-0.03117615	
0.153	-0.2781692	-0.03255317	
0.154	-0.2776069	-0.03393589	
0.155	-0.2770342	-0.03532419	
0.156	-0.2764511	-0.03671797	
0.157	-0.2758574	-0.03811714	
0.158	-0.275253	-0.03952157	
0.159	-0.2746378	-0.04093116	
0.16	-0.2740118	-0.04234581	
0.161	-0.2733748	-0.04376539	
0.162	-0.2727267	-0.04518979	
0.163	-0.2720674	-0.04661891	
0.164	-0.2713968	-0.04805261	
0.165	-0.2707148	-0.04949078	
0.166	-0.2700214	-0.0509333	
0.167	-0.2693164	-0.05238004	
0.168	-0.2685997	-0.05383089	
0.169	-0.2678712	-0.0552857	
0.17	-0.2671308	-0.05674437	
0.171	-0.2663785	-0.05820674	
0.172	-0.2656141	-0.05967271	
0.173	-0.2648376	-0.06114212	
0.174	-0.2640488	-0.06261485	
0.175	-0.2632477	-0.06409076	
0.176	-0.2624341	-0.0655697	
0.177	-0.261608	-0.06705155	
0.178	-0.2607694	-0.06853615	
0.179	-0.259918	-0.07002337	
0.18	-0.2590539	-0.07151305	
0.181	-0.2581769	-0.07300505	
0.182	-0.257287	-0.07449923	
0.183	-0.256384	-0.07599542	
0.184	-0.255468	-0.07749349	
0.185	-0.2545387	-0.07899327	
0.186	-0.2535962	-0.08049461	
0.187	-0.2526404	-0.08199736	
0.188	-0.2516712	-0.08350135	
0.189	-0.2506884	-0.08500642	
0.19	-0.2496922	-0.08651242	
0.191	-0.2486823	-0.08801917	
0.192	-0.2476587	-0.08952653	
0.193	-0.2466214	-0.09103429	
0.194	-0.2455702	-0.09254232	
0.195	-0.2445052	-0.09405044	
0.196	-0.2434262	-0.09555848	
0.197	-0.2423332	-0.09706625	
0.198	-0.2412262	-0.09857362	
0.199	-0.2401051	-0.1000804	
0.2	-0.2389698	-0.1015863	
0.201	-0.2378203	-0.1030913	
0.202	-0.2366565	-0.1045952	
0.203	-0.2354784	-0.1060978	
0.204	-0.234286	-0.1075988	
0.205	-0.2330792	-0.1090981	
0.206	-0.2318579	-0.1105956	
0.207	-0.2306221	-0.1120911	
0.208	-0.2293718	-0.1135842	
0.209	-0.2281071	-0.115075	
0.21	-0.2268277	-0.1165631	
0.211	-0.2255336	-0.1180484	
0.212	-0.224225	-0.1195307	
0.213	-0.2229018	-0.1210098	
0.214	-0.2215638	-0.1224855	
0.215	-0.2202112	-0.1239576	
0.216	-0.2188438	-0.1254259	
0.217	-0.2174617	-0.1268903	
0.218	-0.2160649	-0.1283505	
0.219	-0.2146534	-0.1298063	
0.22	-0.2132271	-0.1312575	
0.221	-0.211786	-0.1327039	
0.222	-0.2103302	-0.1341454	
0.223	-0.2088596	-0.1355817	
0.224	-0.2073743	-0.1370126	
0.225	-0.2058742	-0.1384379	
0.226	-0.2043595	-0.1398574	
0.227	-0.20283	-0.141271	
0.228	-0.2012858	-0.1426783	
0.229	-0.1997269	-0.1440793	
0.23	-0.1981533	-0.1454736	
0.231	-0.1965652	-0.1468612	
0.232	-0.1949624	-0.1482417	
0.233	-0.1933451	-0.149615	
0.234	-0.1917131	-0.1509809	
0.235	-0.1900668	-0.1523391	
0.236	-0.1884059	-0.1536895	
0.237	-0.1867307	-0.1550319	
0.238	-0.185041	-0.156366	
0.239	-0.183337	-0.1576917	
0.24	-0.1816188	-0.1590086	
0.241	-0.1798863	-0.1603168	
0.242	-0.1781397	-0.1616158	
