Time	Body_2 X	Body_2 Z	Body_2 Y	
0.16	0.007633158	-0.2	-0.1257502	
0.161	0.007828007	-0.2	-0.127312	
0.162	0.008026533	-0.2	-0.1288831	
0.163	0.008228782	-0.2	-0.1304636	
0.164	0.008434798	-0.2	-0.1320533	
0.165	0.008644628	-0.2	-0.1336523	
0.166	0.008858318	-0.2	-0.1352606	
0.167	0.009075913	-0.2	-0.1368782	
0.168	0.009297459	-0.2	-0.138505	
0.169	0.009523006	-0.2	-0.140141	
0.17	0.009752598	-0.2	-0.1417863	
0.171	0.009986281	-0.2	-0.1434408	
0.172	0.01022411	-0.2	-0.1451044	
0.173	0.01046612	-0.2	-0.1467773	
0.174	0.01071236	-0.2	-0.1484593	
0.175	0.01096289	-0.2	-0.1501504	
0.176	0.01121774	-0.2	-0.1518507	
0.177	0.01147697	-0.2	-0.1535601	
0.178	0.01174063	-0.2	-0.1552787	
0.179	0.01200877	-0.2	-0.1570063	
0.18	0.01228142	-0.2	-0.158743	
0.181	0.01255865	-0.2	-0.1604887	
0.182	0.01284049	-0.2	-0.1622435	
0.183	0.01312701	-0.2	-0.1640073	
0.184	0.01341825	-0.2	-0.1657801	
0.185	0.01371426	-0.2	-0.1675619	
0.186	0.01401509	-0.2	-0.1693527	
0.187	0.01432079	-0.2	-0.1711525	
0.188	0.01463141	-0.2	-0.1729612	
0.189	0.014947	-0.2	-0.1747788	
0.19	0.01526762	-0.2	-0.1766053	
0.191	0.01559331	-0.2	-0.1784407	
0.192	0.01592412	-0.2	-0.180285	
0.193	0.01626012	-0.2	-0.1821381	
0.194	0.01660134	-0.2	-0.184	
0.195	0.01694784	-0.2	-0.1858707	
0.196	0.01729967	-0.2	-0.1877503	
0.197	0.01765689	-0.2	-0.1896385	
0.198	0.01801955	-0.2	-0.1915356	
0.199	0.0183877	-0.2	-0.1934413	
0.2	0.01876139	-0.2	-0.1953558	
0.201	0.01914068	-0.2	-0.1972789	
0.202	0.01952562	-0.2	-0.1992107	
0.203	0.01991627	-0.2	-0.2011511	
0.204	0.02031267	-0.2	-0.2031001	
0.205	0.02071488	-0.2	-0.2050578	
0.206	0.02112295	-0.2	-0.207024	
0.207	0.02153694	-0.2	-0.2089987	
0.208	0.0219569	-0.2	-0.210982	
0.209	0.02238289	-0.2	-0.2129737	
0.21	0.02281496	-0.2	-0.2149739	
0.211	0.02325316	-0.2	-0.2169826	
0.212	0.02369755	-0.2	-0.2189996	
0.213	0.02414819	-0.2	-0.2210251	
0.214	0.02460513	-0.2	-0.2230589	
0.215	0.02506842	-0.2	-0.2251011	
0.216	0.02553813	-0.2	-0.2271516	
0.217	0.02601429	-0.2	-0.2292104	
0.218	0.02649698	-0.2	-0.2312774	
0.219	0.02698625	-0.2	-0.2333527	
0.22	0.02748214	-0.2	-0.2354361	
0.221	0.02798473	-0.2	-0.2375278	
0.222	0.02849406	-0.2	-0.2396276	
0.223	0.02901019	-0.2	-0.2417355	
0.224	0.02953318	-0.2	-0.2438515	
0.225	0.03006309	-0.2	-0.2459755	
0.226	0.03059996	-0.2	-0.2481076	
0.227	0.03114387	-0.2	-0.2502477	
0.228	0.03169486	-0.2	-0.2523957	
0.229	0.03225299	-0.2	-0.2545517	
0.23	0.03281831	-0.2	-0.2567155	
0.231	0.03339089	-0.2	-0.2588873	
0.232	0.03397079	-0.2	-0.2610669	
0.233	0.03455805	-0.2	-0.2632542	
0.234	0.03515274	-0.2	-0.2654494	
0.235	0.03575492	-0.2	-0.2676522	
0.236	0.03636463	-0.2	-0.2698628	
0.237	0.03698195	-0.2	-0.272081	
0.238	0.03760692	-0.2	-0.2743069	
0.239	0.03823962	-0.2	-0.2765404	
0.24	0.03888008	-0.2	-0.2787814	
0.241	0.03952838	-0.2	-0.2810299	
0.242	0.04018456	-0.2	-0.283286	
0.243	0.04084868	-0.2	-0.2855495	
0.244	0.04152082	-0.2	-0.2878203	
0.245	0.04220101	-0.2	-0.2900986	
0.246	0.04288932	-0.2	-0.2923842	
0.247	0.04358582	-0.2	-0.2946771	
0.248	0.04429055	-0.2	-0.2969773	
0.249	0.04500358	-0.2	-0.2992846	
0.25	0.04572496	-0.2	-0.3015991	
0.251	0.04645476	-0.2	-0.3039208	
0.252	0.04719302	-0.2	-0.3062496	
0.253	0.04793982	-0.2	-0.3085854	
0.254	0.0486952	-0.2	-0.3109282	
0.255	0.04945923	-0.2	-0.313278	
0.256	0.05023196	-0.2	-0.3156347	
0.257	0.05101347	-0.2	-0.3179983	
0.258	0.05180379	-0.2	-0.3203687	
0.259	0.05260298	-0.2	-0.3227459	
0.26	0.05341112	-0.2	-0.3251299	
0.261	0.05422825	-0.2	-0.3275206	
0.262	0.05505444	-0.2	-0.3299179	
0.263	0.05588974	-0.2	-0.3323219	
0.264	0.05673422	-0.2	-0.3347324	
0.265	0.05758792	-0.2	-0.3371494	
0.266	0.05845091	-0.2	-0.3395729	
0.267	0.05932325	-0.2	-0.3420028	
0.268	0.06020499	-0.2	-0.3444391	
0.269	0.0610962	-0.2	-0.3468818	
0.27	0.06199693	-0.2	-0.3493307	
0.271	0.06290724	-0.2	-0.3517858	
0.272	0.06382718	-0.2	-0.3542471	
0.273	0.06475683	-0.2	-0.3567145	
0.274	0.06569622	-0.2	-0.359188	
0.275	0.06664542	-0.2	-0.3616675	
0.276	0.0676045	-0.2	-0.364153	
0.277	0.0685735	-0.2	-0.3666444	
0.278	0.06955247	-0.2	-0.3691417	
0.279	0.0705415	-0.2	-0.3716448	
0.28	0.07154063	-0.2	-0.3741536	
0.281	0.07254991	-0.2	-0.3766681	
0.282	0.07356941	-0.2	-0.3791883	
0.283	0.07459917	-0.2	-0.3817141	
0.284	0.07563927	-0.2	-0.3842454	
0.285	0.07668974	-0.2	-0.3867821	
0.286	0.07775067	-0.2	-0.3893243	
0.287	0.07882208	-0.2	-0.3918719	
0.288	0.07990406	-0.2	-0.3944247	
0.289	0.08099664	-0.2	-0.3969828	
0.29	0.08209989	-0.2	-0.3995461	
0.291	0.08321387	-0.2	-0.4021145	
0.292	0.08433862	-0.2	-0.404688	
0.293	0.0854742	-0.2	-0.4072665	
0.294	0.08662067	-0.2	-0.4098499	
0.295	0.08777809	-0.2	-0.4124382	
0.296	0.08894651	-0.2	-0.4150314	
0.297	0.09012599	-0.2	-0.4176293	
0.298	0.09131657	-0.2	-0.4202319	
0.299	0.09251832	-0.2	-0.4228391	
0.3	0.09373129	-0.2	-0.4254509	
0.301	0.09495553	-0.2	-0.4280671	
0.302	0.0961911	-0.2	-0.4306878	
0.303	0.09743806	-0.2	-0.4333129	
0.304	0.09869644	-0.2	-0.4359423	
0.305	0.09996632	-0.2	-0.4385759	
0.306	0.1012477	-0.2	-0.4412137	
0.307	0.1025407	-0.2	-0.4438555	
0.308	0.1038454	-0.2	-0.4465015	
0.309	0.1051617	-0.2	-0.4491513	
0.31	0.1064898	-0.2	-0.4518051	
0.311	0.1078297	-0.2	-0.4544627	
0.312	0.1091815	-0.2	-0.4571241	
0.313	0.1105452	-0.2	-0.4597891	
0.314	0.1119208	-0.2	-0.4624578	
0.315	0.1133084	-0.2	-0.46513	
0.316	0.1147081	-0.2	-0.4678057	
0.317	0.1161199	-0.2	-0.4704847	
0.318	0.1175438	-0.2	-0.4731672	
0.319	0.1189799	-0.2	-0.4758528	
0.32	0.1204283	-0.2	-0.4785416	
0.321	0.121889	-0.2	-0.4812334	
0.322	0.1233621	-0.2	-0.4839284	
0.323	0.1248475	-0.2	-0.4866263	
0.324	0.1263454	-0.2	-0.489327	
0.325	0.1278558	-0.2	-0.4920306	
0.326	0.1293788	-0.2	-0.4947368	
0.327	0.1309143	-0.2	-0.4974457	
0.328	0.1324624	-0.2	-0.5001572	
0.329	0.1340233	-0.2	-0.5028712	
0.33	0.1355968	-0.2	-0.5055875	
0.331	0.1371832	-0.2	-0.5083062	
0.332	0.1387823	-0.2	-0.5110271	
0.333	0.1403944	-0.2	-0.5137502	
0.334	0.1420193	-0.2	-0.5164753	
0.335	0.1436572	-0.2	-0.5192024	
0.336	0.145308	-0.2	-0.5219315	
0.337	0.1469719	-0.2	-0.5246624	
0.338	0.1486489	-0.2	-0.527395	
0.339	0.1503391	-0.2	-0.5301293	
0.34	0.1520423	-0.2	-0.5328651	
0.341	0.1537588	-0.2	-0.5356025	
0.342	0.1554885	-0.2	-0.5383412	
0.343	0.1572316	-0.2	-0.5410814	
0.344	0.1589879	-0.2	-0.5438227	
0.345	0.1607576	-0.2	-0.5465652	
0.346	0.1625408	-0.2	-0.5493087	
0.347	0.1643374	-0.2	-0.5520532	
0.348	0.1661474	-0.2	-0.5547986	
0.349	0.167971	-0.2	-0.5575448	
0.35	0.1698081	-0.2	-0.5602917	
0.351	0.1716589	-0.2	-0.5630392	
0.352	0.1735232	-0.2	-0.5657873	
0.353	0.1754013	-0.2	-0.5685358	
0.354	0.177293	-0.2	-0.5712847	
0.355	0.1791985	-0.2	-0.5740337	
0.356	0.1811177	-0.2	-0.5767829	
0.357	0.1830508	-0.2	-0.5795323	
0.358	0.1849977	-0.2	-0.5822815	
0.359	0.1869584	-0.2	-0.5850307	
0.36	0.1889331	-0.2	-0.5877797	
0.361	0.1909216	-0.2	-0.5905283	
0.362	0.1929242	-0.2	-0.5932766	
0.363	0.1949408	-0.2	-0.5960243	
0.364	0.1969713	-0.2	-0.5987715	
0.365	0.199016	-0.2	-0.6015179	
0.366	0.2010747	-0.2	-0.6042636	
0.367	0.2031475	-0.2	-0.6070084	
0.368	0.2052344	-0.2	-0.6097522	
0.369	0.2073355	-0.2	-0.612495	
0.37	0.2094508	-0.2	-0.6152366	
0.371	0.2115804	-0.2	-0.6179769	
0.372	0.2137241	-0.2	-0.6207159	
0.373	0.2158821	-0.2	-0.6234533	
0.374	0.2180544	-0.2	-0.6261892	
0.375	0.220241	-0.2	-0.6289235	
0.376	0.222442	-0.2	-0.6316559	
0.377	0.2246573	-0.2	-0.6343865	
0.378	0.2268869	-0.2	-0.6371152	
0.379	0.229131	-0.2	-0.6398417	
0.38	0.2313894	-0.2	-0.6425661	
0.381	0.2336623	-0.2	-0.6452883	
0.382	0.2359497	-0.2	-0.648008	
0.383	0.2382515	-0.2	-0.6507253	
0.384	0.2405678	-0.2	-0.65344	
0.385	0.2428985	-0.2	-0.656152	
0.386	0.2452438	-0.2	-0.6588613	
0.387	0.2476037	-0.2	-0.6615676	
0.388	0.249978	-0.2	-0.6642709	
0.389	0.2523669	-0.2	-0.6669711	
0.39	0.2547704	-0.2	-0.6696682	
0.391	0.2571885	-0.2	-0.672362	
0.392	0.2596211	-0.2	-0.6750523	
0.393	0.2620684	-0.2	-0.6777391	
0.394	0.2645302	-0.2	-0.6804222	
0.395	0.2670066	-0.2	-0.6831017	
0.396	0.2694977	-0.2	-0.6857772	
0.397	0.2720035	-0.2	-0.6884489	
0.398	0.2745238	-0.2	-0.6911165	
0.399	0.2770588	-0.2	-0.6937799	
0.4	0.2796085	-0.2	-0.6964391	
0.401	0.2821728	-0.2	-0.6990939	
0.402	0.2847518	-0.2	-0.7017443	
0.403	0.2873454	-0.2	-0.70439	
0.404	0.2899537	-0.2	-0.707031	
0.405	0.2925767	-0.2	-0.7096671	
0.406	0.2952143	-0.2	-0.7122985	
0.407	0.2978666	-0.2	-0.7149248	
0.408	0.3005335	-0.2	-0.7175459	
0.409	0.3032151	-0.2	-0.7201617	
0.41	0.3059114	-0.2	-0.7227722	
0.411	0.3086223	-0.2	-0.7253773	
0.412	0.3113478	-0.2	-0.7279767	
0.413	0.314088	-0.2	-0.7305705	
0.414	0.3168429	-0.2	-0.7331585	
0.415	0.3196124	-0.2	-0.7357406	
0.416	0.3223964	-0.2	-0.7383167	
0.417	0.3251951	-0.2	-0.7408866	
0.418	0.3280084	-0.2	-0.7434502	
0.419	0.3308363	-0.2	-0.7460076	
0.42	0.3336788	-0.2	-0.7485584	
0.421	0.3365358	-0.2	-0.7511027	
0.422	0.3394073	-0.2	-0.7536403	
0.423	0.3422934	-0.2	-0.7561711	
0.424	0.3451941	-0.2	-0.758695	
0.425	0.3481092	-0.2	-0.7612119	
0.426	0.3510388	-0.2	-0.7637216	
0.427	0.3539829	-0.2	-0.7662241	
0.428	0.3569414	-0.2	-0.7687193	
0.429	0.3599144	-0.2	-0.771207	
0.43	0.3629018	-0.2	-0.7736871	
0.431	0.3659036	-0.2	-0.7761596	
0.432	0.3689197	-0.2	-0.7786242	
0.433	0.3719502	-0.2	-0.7810809	
0.434	0.374995	-0.2	-0.7835296	
0.435	0.3780541	-0.2	-0.7859702	
0.436	0.3811275	-0.2	-0.7884025	
0.437	0.3842151	-0.2	-0.7908265	
0.438	0.3873169	-0.2	-0.793242	
0.439	0.390433	-0.2	-0.7956489	
0.44	0.3935632	-0.2	-0.7980471	
0.441	0.3967075	-0.2	-0.8004365	
0.442	0.3998659	-0.2	-0.802817	
0.443	0.4030384	-0.2	-0.8051885	
0.444	0.4062249	-0.2	-0.8075508	
0.445	0.4094253	-0.2	-0.8099039	
0.446	0.4126398	-0.2	-0.8122477	
0.447	0.4158682	-0.2	-0.8145819	
0.448	0.4191105	-0.2	-0.8169066	
0.449	0.4223666	-0.2	-0.8192215	
0.45	0.4256366	-0.2	-0.8215267	
0.451	0.4289203	-0.2	-0.823822	
0.452	0.4322177	-0.2	-0.8261073	
0.453	0.4355288	-0.2	-0.8283824	
0.454	0.4388536	-0.2	-0.8306473	
0.455	0.442192	-0.2	-0.8329018	
0.456	0.4455439	-0.2	-0.8351459	
0.457	0.4489094	-0.2	-0.8373794	
0.458	0.4522883	-0.2	-0.8396022	
0.459	0.4556807	-0.2	-0.8418142	
0.46	0.4590864	-0.2	-0.8440154	
0.461	0.4625054	-0.2	-0.8462055	
0.462	0.4659377	-0.2	-0.8483846	
0.463	0.4693832	-0.2	-0.8505524	
0.464	0.4728419	-0.2	-0.8527088	
0.465	0.4763137	-0.2	-0.8548538	
0.466	0.4797986	-0.2	-0.8569873	
0.467	0.4832965	-0.2	-0.8591091	
0.468	0.4868073	-0.2	-0.8612192	
0.469	0.4903311	-0.2	-0.8633175	
0.47	0.4938676	-0.2	-0.8654038	
0.471	0.497417	-0.2	-0.867478	
0.472	0.5009791	-0.2	-0.86954	
0.473	0.5045538	-0.2	-0.8715898	
0.474	0.5081412	-0.2	-0.8736272	
0.475	0.511741	-0.2	-0.8756521	
0.476	0.5153534	-0.2	-0.8776645	
0.477	0.5189781	-0.2	-0.8796641	
0.478	0.5226152	-0.2	-0.881651	
0.479	0.5262646	-0.2	-0.883625	
0.48	0.5299262	-0.2	-0.8855859	
0.481	0.5335999	-0.2	-0.8875338	
0.482	0.5372857	-0.2	-0.8894684	
0.483	0.5409836	-0.2	-0.8913898	
0.484	0.5446933	-0.2	-0.8932978	
0.485	0.5484149	-0.2	-0.8951923	
0.486	0.5521483	-0.2	-0.8970732	
0.487	0.5558934	-0.2	-0.8989404	
0.488	0.5596502	-0.2	-0.9007937	
0.489	0.5634186	-0.2	-0.9026333	
0.49	0.5671984	-0.2	-0.9044588	
0.491	0.5709896	-0.2	-0.9062703	
0.492	0.5747922	-0.2	-0.9080676	
0.493	0.5786061	-0.2	-0.9098506	
0.494	0.5824311	-0.2	-0.9116193	
0.495	0.5862672	-0.2	-0.9133735	
0.496	0.5901144	-0.2	-0.9151132	
0.497	0.5939724	-0.2	-0.9168382	
0.498	0.5978414	-0.2	-0.9185484	
0.499	0.6017211	-0.2	-0.9202439	
0.5	0.6056115	-0.2	-0.9219244	
0.501	0.6095125	-0.2	-0.9235899	
0.502	0.613424	-0.2	-0.9252403	
0.503	0.617346	-0.2	-0.9268756	
0.504	0.6212782	-0.2	-0.9284956	
0.505	0.6252208	-0.2	-0.9301003	
0.506	0.6291735	-0.2	-0.9316894	
0.507	0.6331363	-0.2	-0.9332631	
0.508	0.637109	-0.2	-0.9348211	
0.509	0.6410917	-0.2	-0.9363634	
0.5100001	0.6450841	-0.2	-0.93789	
0.511	0.6490863	-0.2	-0.9394006	
0.512	0.653098	-0.2	-0.9408953	
0.513	0.6571193	-0.2	-0.9423739	
0.514	0.66115	-0.2	-0.9438365	
0.515	0.6651901	-0.2	-0.9452829	
0.516	0.6692393	-0.2	-0.946713	
0.517	0.6732977	-0.2	-0.9481267	
0.518	0.6773651	-0.2	-0.949524	
0.5190001	0.6814415	-0.2	-0.9509048	
0.52	0.6855266	-0.2	-0.9522691	
0.521	0.6896205	-0.2	-0.9536166	
0.522	0.693723	-0.2	-0.9549475	
0.523	0.6978341	-0.2	-0.9562615	
0.524	0.7019536	-0.2	-0.9575586	
0.525	0.7060813	-0.2	-0.9588386	
0.526	0.7102174	-0.2	-0.9601018	
0.527	0.7143614	-0.2	-0.9613479	
0.528	0.7185135	-0.2	-0.9625768	
0.529	0.7226736	-0.2	-0.9637884	
0.53	0.7268414	-0.2	-0.9649828	
0.531	0.7310168	-0.2	-0.9661598	
0.532	0.7351999	-0.2	-0.9673194	
0.5330001	0.7393904	-0.2	-0.9684615	
0.534	0.7435883	-0.2	-0.9695859	
0.535	0.7477934	-0.2	-0.9706928	
0.536	0.7520057	-0.2	-0.9717819	
0.537	0.756225	-0.2	-0.9728534	
0.538	0.7604511	-0.2	-0.973907	
0.539	0.7646841	-0.2	-0.9749428	
0.54	0.7689238	-0.2	-0.9759607	
0.541	0.77317	-0.2	-0.9769605	
0.5420001	0.7774227	-0.2	-0.9779423	
0.543	0.7816817	-0.2	-0.978906	
0.544	0.785947	-0.2	-0.9798515	
0.545	0.7902183	-0.2	-0.9807789	
0.546	0.7944957	-0.2	-0.981688	
0.5470001	0.798779	-0.2	-0.9825787	
0.548	0.8030679	-0.2	-0.9834511	
0.549	0.8073625	-0.2	-0.9843051	
0.55	0.8116626	-0.2	-0.9851406	
0.551	0.8159682	-0.2	-0.9859576	
0.552	0.8202789	-0.2	-0.9867561	
0.553	0.824595	-0.2	-0.9875361	
0.554	0.828916	-0.2	-0.9882973	
0.555	0.8332419	-0.2	-0.9890398	
0.5560001	0.8375727	-0.2	-0.9897637	
0.557	0.8419081	-0.2	-0.9904687	
0.558	0.8462481	-0.2	-0.991155	
0.559	0.8505926	-0.2	-0.9918224	
0.56	0.8549413	-0.2	-0.9924709	
0.561	0.8592942	-0.2	-0.9931003	
0.562	0.8636513	-0.2	-0.993711	
0.563	0.8680122	-0.2	-0.9943026	
0.564	0.872377	-0.2	-0.9948751	
0.565	0.8767455	-0.2	-0.9954287	
0.566	0.8811175	-0.2	-0.9959631	
0.567	0.885493	-0.2	-0.9964784	
0.568	0.8898718	-0.2	-0.9969745	
0.569	0.8942538	-0.2	-0.9974514	
0.5700001	0.8986389	-0.2	-0.9979092	
0.571	0.903027	-0.2	-0.9983477	
0.572	0.9074178	-0.2	-0.9987669	
0.573	0.9118113	-0.2	-0.9991669	
0.574	0.9162073	-0.2	-0.9995475	
0.575	0.9206058	-0.2	-0.9999087	
0.576	0.9250067	-0.2	-1.000251	
0.577	0.9294097	-0.2	-1.000573	
0.578	0.9338147	-0.2	-1.000876	
0.5790001	0.9382216	-0.2	-1.00116	
0.58	0.9426304	-0.2	-1.001424	
0.581	0.9470409	-0.2	-1.001669	
0.582	0.9514529	-0.2	-1.001895	
0.583	0.9558663	-0.2	-1.0021	
0.5840001	0.9602809	-0.2	-1.002287	
0.585	0.9646967	-0.2	-1.002454	
0.586	0.9691135	-0.2	-1.002601	
0.587	0.9735312	-0.2	-1.002729	
0.588	0.9779497	-0.2	-1.002838	
0.589	0.9823689	-0.2	-1.002927	
0.59	0.9867885	-0.2	-1.002996	
0.591	0.9912085	-0.2	-1.003046	
0.592	0.9956288	-0.2	-1.003076	
0.5930001	1.000049	-0.2	-1.003087	
0.594	1.00447	-0.2	-1.003078	
0.595	1.00889	-0.2	-1.00305	
0.596	1.01331	-0.2	-1.003002	
0.597	1.017729	-0.2	-1.002934	
0.598	1.022148	-0.2	-1.002847	
0.599	1.026567	-0.2	-1.002741	
0.6	1.030984	-0.2	-1.002615	
0.601	1.035401	-0.2	-1.002469	
0.6020001	1.039816	-0.2	-1.002304	
0.603	1.044231	-0.2	-1.00212	
0.604	1.048644	-0.2	-1.001916	
0.605	1.053056	-0.2	-1.001693	
0.606	1.057466	-0.2	-1.00145	
0.6070001	1.061874	-0.2	-1.001187	
0.608	1.066281	-0.2	-1.000906	
0.609	1.070686	-0.2	-1.000604	
0.61	1.075088	-0.2	-1.000284	
0.611	1.079489	-0.2	-0.9999439	
0.612	1.083887	-0.2	-0.9995847	
0.613	1.088283	-0.2	-0.9992061	
0.614	1.092676	-0.2	-0.9988081	
0.615	1.097066	-0.2	-0.9983909	
0.6160001	1.101454	-0.2	-0.9979544	
0.617	1.105838	-0.2	-0.9974987	
0.618	1.11022	-0.2	-0.9970238	
0.619	1.114598	-0.2	-0.9965297	
0.62	1.118973	-0.2	-0.9960164	
0.6210001	1.123345	-0.2	-0.9954841	
0.622	1.127713	-0.2	-0.9949326	
0.623	1.132077	-0.2	-0.9943621	
0.624	1.136437	-0.2	-0.9937725	
0.625	1.140794	-0.2	-0.993164	
0.626	1.145146	-0.2	-0.9925365	
0.627	1.149494	-0.2	-0.9918901	
0.628	1.153838	-0.2	-0.9912248	
0.629	1.158177	-0.2	-0.9905406	
0.6300001	1.162512	-0.2	-0.9898376	
0.631	1.166842	-0.2	-0.9891159	
0.632	1.171167	-0.2	-0.9883755	
0.633	1.175488	-0.2	-0.9876164	
0.634	1.179803	-0.2	-0.9868386	
0.6350001	1.184113	-0.2	-0.9860423	
0.636	1.188418	-0.2	-0.9852275	
0.637	1.192717	-0.2	-0.9843942	
0.638	1.197011	-0.2	-0.9835424	
0.6390001	1.201299	-0.2	-0.9826722	
0.64	1.205582	-0.2	-0.9817836	
0.641	1.209858	-0.2	-0.9808767	
0.642	1.214128	-0.2	-0.9799517	
0.643	1.218393	-0.2	-0.9790084	
0.6440001	1.222651	-0.2	-0.978047	
0.645	1.226903	-0.2	-0.9770675	
0.646	1.231148	-0.2	-0.9760699	
0.647	1.235387	-0.2	-0.9750544	
0.648	1.239619	-0.2	-0.974021	
0.649	1.243844	-0.2	-0.9729697	
0.65	1.248062	-0.2	-0.9719006	
0.651	1.252274	-0.2	-0.9708138	
0.652	1.256478	-0.2	-0.9697092	
0.6530001	1.260674	-0.2	-0.9685871	
0.654	1.264864	-0.2	-0.9674475	
0.655	1.269046	-0.2	-0.9662903	
0.656	1.27322	-0.2	-0.9651157	
0.657	1.277387	-0.2	-0.9639239	
0.6580001	1.281546	-0.2	-0.9627146	
0.659	1.285697	-0.2	-0.9614882	
0.66	1.28984	-0.2	-0.9602446	
0.661	1.293975	-0.2	-0.9589839	
0.6620001	1.298102	-0.2	-0.9577063	
0.663	1.30222	-0.2	-0.9564117	
0.664	1.30633	-0.2	-0.9551002	
0.665	1.310431	-0.2	-0.9537719	
0.666	1.314524	-0.2	-0.9524269	
0.6670001	1.318608	-0.2	-0.9510652	
0.668	1.322683	-0.2	-0.949687	
0.669	1.326749	-0.2	-0.9482923	
0.67	1.330806	-0.2	-0.9468811	
0.671	1.334854	-0.2	-0.9454536	
0.6720001	1.338893	-0.2	-0.9440099	
0.673	1.342923	-0.2	-0.94255	
0.674	1.346943	-0.2	-0.941074	
0.675	1.350953	-0.2	-0.939582	
0.6760001	1.354954	-0.2	-0.9380741	
0.677	1.358945	-0.2	-0.9365503	
0.678	1.362927	-0.2	-0.9350106	
0.679	1.366898	-0.2	-0.9334554	
0.68	1.37086	-0.2	-0.9318845	
0.6810001	1.374811	-0.2	-0.9302981	
0.682	1.378752	-0.2	-0.9286963	
0.683	1.382683	-0.2	-0.9270792	
0.684	1.386604	-0.2	-0.9254468	
0.6850001	1.390514	-0.2	-0.9237992	
0.686	1.394414	-0.2	-0.9221366	
0.687	1.398303	-0.2	-0.920459	
0.688	1.402181	-0.2	-0.9187664	
0.689	1.406049	-0.2	-0.9170591	
0.6900001	1.409906	-0.2	-0.915337	
0.691	1.413751	-0.2	-0.9136004	
0.692	1.417586	-0.2	-0.9118491	
0.693	1.42141	-0.2	-0.9100835	
0.694	1.425222	-0.2	-0.9083034	
0.6950001	1.429024	-0.2	-0.9065092	
0.696	1.432814	-0.2	-0.9047008	
0.697	1.436592	-0.2	-0.9028783	
0.698	1.440359	-0.2	-0.9010419	
0.6990001	1.444114	-0.2	-0.8991916	
0.7	1.447858	-0.2	-0.8973275	
0.701	1.45159	-0.2	-0.8954498	
0.702	1.45531	-0.2	-0.8935584	
0.703	1.459019	-0.2	-0.8916537	
0.7040001	1.462715	-0.2	-0.8897354	
0.705	1.4664	-0.2	-0.887804	
0.706	1.470072	-0.2	-0.8858593	
0.707	1.473732	-0.2	-0.8839016	
0.708	1.47738	-0.2	-0.8819309	
0.7090001	1.481016	-0.2	-0.8799474	
0.71	1.484639	-0.2	-0.8779511	
0.711	1.48825	-0.2	-0.8759421	
0.712	1.491848	-0.2	-0.8739204	
0.7130001	1.495434	-0.2	-0.8718864	
0.714	1.499008	-0.2	-0.86984	
0.715	1.502568	-0.2	-0.8677813	
0.716	1.506116	-0.2	-0.8657104	
0.717	1.509652	-0.2	-0.8636276	
0.7180001	1.513174	-0.2	-0.8615327	
0.719	1.516683	-0.2	-0.859426	
0.72	1.52018	-0.2	-0.8573076	
0.721	1.523663	-0.2	-0.8551776	
0.7220001	1.527134	-0.2	-0.853036	
0.723	1.530591	-0.2	-0.850883	
0.724	1.534035	-0.2	-0.8487188	
0.725	1.537466	-0.2	-0.8465433	
0.726	1.540884	-0.2	-0.8443567	
0.7270001	1.544288	-0.2	-0.8421591	
0.728	1.547679	-0.2	-0.8399507	
0.729	1.551057	-0.2	-0.8377315	
0.73	1.554421	-0.2	-0.8355016	
0.731	1.557771	-0.2	-0.8332611	
0.7320001	1.561108	-0.2	-0.8310103	
0.733	1.564432	-0.2	-0.828749	
0.734	1.567741	-0.2	-0.8264775	
0.735	1.571038	-0.2	-0.824196	
0.7360001	1.57432	-0.2	-0.8219044	
0.737	1.577588	-0.2	-0.8196029	
0.738	1.580843	-0.2	-0.8172917	
0.739	1.584084	-0.2	-0.8149707	
0.74	1.587311	-0.2	-0.8126402	
0.7410001	1.590524	-0.2	-0.8103003	
0.742	1.593724	-0.2	-0.807951	
0.743	1.596909	-0.2	-0.8055925	
0.744	1.60008	-0.2	-0.8032247	
0.7450001	1.603237	-0.2	-0.8008481	
0.7460001	1.60638	-0.2	-0.7984626	
0.747	1.609509	-0.2	-0.7960682	
0.748	1.612624	-0.2	-0.7936652	
0.749	1.615724	-0.2	-0.7912536	
0.7500001	1.618811	-0.2	-0.7888336	
0.751	1.621883	-0.2	-0.7864051	
0.752	1.624941	-0.2	-0.7839685	
0.753	1.627984	-0.2	-0.7815238	
0.754	1.631014	-0.2	-0.779071	
0.7550001	1.634029	-0.2	-0.7766103	
0.756	1.637029	-0.2	-0.7741419	
0.757	1.640015	-0.2	-0.7716658	
0.758	1.642987	-0.2	-0.7691821	
0.7590001	1.645945	-0.2	-0.7666909	
0.7600001	1.648888	-0.2	-0.7641925	
0.761	1.651816	-0.2	-0.7616867	
0.762	1.65473	-0.2	-0.7591739	
0.763	1.65763	-0.2	-0.756654	
0.7640001	1.660515	-0.2	-0.7541273	
0.765	1.663385	-0.2	-0.7515938	
0.766	1.666241	-0.2	-0.7490536	
0.767	1.669083	-0.2	-0.7465069	
0.768	1.671909	-0.2	-0.7439536	
0.7690001	1.674722	-0.2	-0.7413942	
0.77	1.677519	-0.2	-0.7388284	
0.771	1.680302	-0.2	-0.7362565	
0.772	1.683071	-0.2	-0.7336786	
0.7730001	1.685825	-0.2	-0.7310948	
0.774	1.688564	-0.2	-0.7285053	
0.775	1.691288	-0.2	-0.7259101	
