Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	9999.98	0	0	6666.667	
0.0004	0	9999.961	0	0	6666.667	
0.0008	0	9999.941	0	0	6666.807	
0.0012	0	9999.922	0	0	6666.639	
0.0016	0	9999.902	0	0	6666.644	
0.002	0	9999.883	0	0	6666.647	
0.0024	0	9999.863	0	0	6666.652	
0.0028	0	9999.844	0	0	6666.656	
0.0032	0	9999.824	0	0	6666.66	
0.0036	0	9999.805	0.02	0	6666.66	
0.004	0	9999.785	0.02	0	6666.66	
0.0044	0	9999.766	0.02	0	6666.663	
0.0048	0	9999.746	0.02	0	6666.663	
0.0052	0	9999.727	0.02	0	6666.665	
0.0056	0.0004	9999.707	0.0396	0	6666.667	
0.006	0.0004	9999.688	0.0396	2E-06	6666.667	
0.0064	0.0004	9999.67	0.0396	2E-06	6666.667	
0.0068	0.0004	9999.652	0.0396	2E-06	6666.667	
0.0072	0.0004	9999.635	0.0396	2E-06	6666.667	
0.0076	0.001184	9999.617	0.058808	2E-06	6666.667	
0.007999999	0.001184	9999.6	0.058808	5.919999E-06	6666.667	
0.0084	0.001184	9999.586	0.058808	5.919999E-06	6666.667	
0.0088	0.001184	9999.572	0.058808	5.919999E-06	6666.667	
0.0092	0.001184	9999.559	0.058808	5.919999E-06	6666.666	
0.0096	0.00233648	9999.545	0.07763184	5.919999E-06	6666.666	
0.01	0.00233648	9999.531	0.07763184	1.16824E-05	6666.666	
0.0104	0.00233648	9999.523	0.07763184	1.16824E-05	6666.666	
0.0108	0.00233648	9999.516	0.07763184	1.16824E-05	6666.664	
0.0112	0.00233648	9999.508	0.07763184	1.16824E-05	6666.664	
0.0116	0.003842387	9999.5	0.09607919	1.16824E-05	6666.664	
0.012	0.003842387	9999.492	0.09607919	1.921193E-05	6666.664	
0.0124	0.003842387	9999.492	0.09607919	1.921193E-05	6666.664	
0.0128	0.003842387	9999.492	0.09607919	1.921193E-05	6666.663	
0.0132	0.003842387	9999.492	0.09607919	1.921193E-05	6666.663	
0.0136	0.005687122	9999.492	0.1141576	1.921193E-05	6666.663	
0.014	0.005687122	9999.492	0.1141576	2.843561E-05	6666.659	
0.0144	0.005687122	9999.501	0.1141576	2.843561E-05	6666.658	
0.0148	0.005687122	9999.51	0.1141576	2.843561E-05	6666.657	
0.0152	0.005687122	9999.519	0.1141576	2.843561E-05	6666.656	
0.0156	0.007856532	9999.527	0.1318745	2.843561E-05	6666.655	
0.016	0.007856532	9999.536	0.1318745	3.928266E-05	6666.654	
0.0164	0.007856532	9999.556	0.1318745	3.928266E-05	6666.653	
0.0168	0.007856532	9999.575	0.1318745	3.928266E-05	6666.652	
0.0172	0.007856532	9999.595	0.1318745	3.928266E-05	6666.652	
0.0176	0.01033689	9999.614	0.149237	3.928266E-05	6666.65	
0.018	0.01033689	9999.634	0.149237	5.168445E-05	6666.647	
0.0184	0.01033689	9999.666	0.149237	5.168445E-05	6666.646	
0.0188	0.01033689	9999.698	0.149237	5.168445E-05	6666.645	
0.0192	0.01033689	9999.73	0.149237	5.168445E-05	6666.644	
0.0196	0.01311489	9999.763	0.1662522	5.168445E-05	6666.64	
0.02	0.01311489	9999.795	0.1662522	6.557446E-05	6666.639	
0.0204	0.01311489	9999.841	0.1662522	6.557446E-05	6666.636	
