Time	OdorSensor	Mouth	Eat	Food_Near	Energy	
0	12396.69	0	0	0	9999.8	
0.0004	12396.69	0	0	0	9999.6	
0.0008	12396.69	0	0	0	9999.399	
0.0012	12396.69	0	0	0	9999.199	
0.0016	12396.69	0	0	0	9998.999	
0.002	12396.69	0	0	0	9998.799	
0.0024	12396.69	0	0	0	9998.599	
0.0028	12396.69	0	0	0	9998.398	
0.0032	12396.69	0	0	0	9998.198	
0.0036	12396.69	0	0	0.02	9997.998	
0.004	12396.69	0	0	0.02	9997.798	
0.0044	12396.69	0	0	0.02	9997.598	
0.0048	12396.69	0	0	0.02	9997.397	
0.0052	12396.69	0	0	0.02	9997.197	
0.0056	12396.69	0	0.0004	0.03959999	9996.997	
0.006	12396.69	2E-06	0.0004	0.03959999	9996.797	
0.0064	12396.69	2E-06	0.0004	0.03959999	9996.597	
0.0068	12396.69	2E-06	0.0004	0.03959999	9996.396	
0.0072	12396.69	2E-06	0.0004	0.03959999	9996.196	
0.0076	12396.69	2E-06	0.001184	0.05880799	9995.996	
0.007999999	12396.69	5.919998E-06	0.001184	0.05880799	9995.796	
0.0084	12396.69	5.919998E-06	0.001184	0.05880799	9995.596	
0.0088	12396.69	5.919998E-06	0.001184	0.05880799	9995.396	
0.0092	12396.69	5.919998E-06	0.001184	0.05880799	9995.195	
0.0096	12396.69	5.919998E-06	0.002336479	0.07763183	9994.995	
0.01	12396.69	1.16824E-05	0.002336479	0.07763183	9994.795	
0.0104	12396.69	1.16824E-05	0.002336479	0.07763183	9994.595	
0.0108	12396.69	1.16824E-05	0.002336479	0.07763183	9994.395	
0.0112	12396.69	1.16824E-05	0.002336479	0.07763183	9994.194	
0.0116	12396.69	1.16824E-05	0.003842386	0.09607919	9993.994	
0.012	12396.69	1.921193E-05	0.003842386	0.09607919	9993.794	
0.0124	12396.69	1.921193E-05	0.003842386	0.09607919	9993.594	
0.0128	12396.69	1.921193E-05	0.003842386	0.09607919	9993.394	
0.0132	12396.69	1.921193E-05	0.003842386	0.09607919	9993.193	
0.0136	12396.69	1.921193E-05	0.005687122	0.1141576	9992.993	
0.014	12396.68	2.843561E-05	0.005687122	0.1141576	9992.793	
0.0144	12396.68	2.843561E-05	0.005687122	0.1141576	9992.593	
0.0148	12396.68	2.843561E-05	0.005687122	0.1141576	9992.393	
0.0152	12396.68	2.843561E-05	0.005687122	0.1141576	9992.192	
0.0156	12396.68	2.843561E-05	0.007856532	0.1318744	9991.992	
0.016	12396.68	3.928266E-05	0.007856532	0.1318744	9991.792	
0.0164	12396.68	3.928266E-05	0.007856532	0.1318744	9991.592	
0.0168	12396.68	3.928266E-05	0.007856532	0.1318744	9991.392	
0.0172	12396.68	3.928266E-05	0.007856532	0.1318744	9991.191	
0.0176	12396.68	3.928266E-05	0.01033689	0.1492369	9990.991	
0.018	12396.67	5.168445E-05	0.01033689	0.1492369	9990.791	
0.0184	12396.67	5.168445E-05	0.01033689	0.1492369	9990.591	
0.0188	12396.67	5.168445E-05	0.01033689	0.1492369	9990.391	
0.0192	12396.67	5.168445E-05	0.01033689	0.1492369	9990.19	
0.0196	12396.67	5.168445E-05	0.01311489	0.1662522	9989.99	
0.02	12396.66	6.557446E-05	0.01311489	0.1662522	9989.79	
0.0204	12396.66	6.557446E-05	0.01311489	0.1662522	9989.59	
0.0208	12396.65	6.557446E-05	0.01311489	0.1662522	9989.39	
0.0212	12396.65	6.557446E-05	0.01311489	0.1662522	9989.189	
0.0216	12396.64	6.557446E-05	0.01617764	0.1829272	9988.989	
0.022	12396.63	8.088819E-05	0.01617764	0.1829272	9988.789	
0.0224	12396.63	8.088819E-05	0.01617764	0.1829272	9988.589	
0.0228	12396.62	8.088819E-05	0.01617764	0.1829272	9988.389	
0.0232	12396.61	8.088819E-05	0.01617764	0.1829272	9988.188	
0.0236	12396.61	8.088819E-05	0.01951263	0.1992686	9987.988	
0.024	12396.6	9.756313E-05	0.01951263	0.1992686	9987.788	
