Time	External_1b	External_3	Synaptic_2	External_6b	FF_3	FF_2	FF_1b	FF_6b	External_1a	Synaptic_4	External_5	FF_4	FF_5	FF_1a	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07600001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.08000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.08400001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.08800001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09200001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.1	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.102	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.104	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.106	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.108	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.11	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.112	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.114	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.116	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.118	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.12	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.122	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.124	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.126	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.128	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.13	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.132	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.134	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.136	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.138	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.14	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.142	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.144	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.146	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.148	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.15	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.152	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.154	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.156	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.158	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.16	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.162	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.164	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.166	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.168	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.17	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.172	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.174	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.176	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.178	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.18	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.182	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.184	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.186	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.188	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.19	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.192	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.194	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.196	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.198	-4E-09	0	0	0	0	0	0	0	-4E-09	0	0	0	0	0	
0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.3	2E-09	0	0	0	0	0	0	0	2E-09	0	0	0	0	0	
0.302	2E-09	0	0	0	0	0	0.03999543	0	2E-09	0	0	0	0	0.03999543	
0.304	2E-09	0	0	0	0	0	0.07199635	0	2E-09	1.999772E-10	0	0.003999543	0	0.07199635	
0.306	2E-09	0	0	0	0	0	0.09759708	0	2E-09	3.599817E-10	0	0.01039927	0	0.09759708	
0.308	2E-09	0	0	0	0	0	0.1180777	0	2E-09	4.879854E-10	0	0.01807912	0	0.1180777	
0.31	2E-09	0	0	0	0	0	0.1344621	0	2E-09	5.903883E-10	0	0.02627107	0	0.1344621	
0.312	2E-09	0	0	0	0	0	0.1475697	0	2E-09	6.723107E-10	0	0.03446307	0	0.1475697	
0.314	2E-09	0	0	0	0	0	0.1580558	0	2E-09	7.378486E-10	0	0.04232742	0	0.1580558	
0.316	2E-09	0	0	0	0	0	0.1664446	0	2E-09	7.902787E-10	0	0.04966751	0	0.1664446	
0.318	2E-09	0	0	0	0	0	0.1731557	0	2E-09	8.322231E-10	0	0.05637847	0	0.1731557	
0.32	2E-09	0	0	0	0	0	0.1785246	0	2E-09	8.657784E-10	0	0.06241834	0	0.1785246	
0.322	2E-09	0	0	0	0	0	0.1828196	0	2E-09	8.926228E-10	0	0.06778713	0	0.1828196	
0.324	2E-09	0	0	0	0	0	0.1862557	0	2E-09	9.140982E-10	0	0.07251167	0	0.1862557	
0.326	2E-09	0	0	0	0	0	0.1890046	0	2E-09	9.312786E-10	0	0.07663491	0	0.1890046	
0.328	2E-09	0	0	0	0	0	0.1912037	0	2E-09	9.450228E-10	0	0.08020838	0	0.1912037	
0.33	2E-09	0	0	0	0	0	0.1929629	0	2E-09	9.560183E-10	0	0.08328707	0	0.1929629	
0.332	2E-09	0	0	0	0	0	0.1943703	0	2E-09	9.648146E-10	0	0.08592594	0	0.1943703	
0.334	2E-09	0	0	0	0	0	0.1954963	0	2E-09	9.718516E-10	0	0.08817779	0	0.1954963	
0.336	2E-09	0	0	0	0	0	0.196397	0	2E-09	9.774813E-10	0	0.09009186	0	0.196397	
0.338	2E-09	0	0	0	0	0	0.1971176	0	2E-09	9.81985E-10	0	0.09171319	0	0.1971176	
0.34	2E-09	0	0	0	0	0	0.1976941	0	2E-09	9.855881E-10	0	0.09308231	0	0.1976941	
0.342	2E-09	0	0	0	0	0	0.1981553	0	2E-09	9.884704E-10	0	0.09423526	0	0.1981553	
0.344	2E-09	0	0	0	0	0	0.1985242	0	2E-09	9.907763E-10	0	0.09520373	0	0.1985242	
0.346	2E-09	0	0	0	0	0	0.1988194	0	2E-09	9.926211E-10	0	0.09601541	0	0.1988194	
0.348	2E-09	0	0	0	0	0	0.1990555	0	2E-09	9.940968E-10	0	0.09669426	0	0.1990555	
0.35	2E-09	0	0	0	0	0	0.1992444	0	2E-09	9.952775E-10	0	0.09726096	0	0.1992444	
0.352	2E-09	0	0	0	0	0	0.1993955	0	2E-09	9.96222E-10	0	0.09773321	0	0.1993955	
0.354	2E-09	0	0	0	0	0	0.1995164	0	2E-09	9.969775E-10	0	0.09812611	0	0.1995164	
0.356	2E-09	0	0	0	0	0	0.1996131	0	2E-09	9.97582E-10	0	0.09845253	0	0.1996131	
