Time	MV	Tension	Length	A	
0	-0.1	0	0.5	0	
0.0002	-0.1	0	0.5	0	
0.0004	-0.1	0	0.5	0	
0.0006	-0.1	0	0.5	0	
0.0008	-0.0998717	0	0.5	0	
0.0009999999	-0.09975221	0	0.5	0	
0.0012	-0.09964094	0	0.5	0	
0.0014	-0.09953733	0	0.5	0	
0.0016	-0.09944087	0	0.5	0	
0.0018	-0.09935109	0	0.5	0	
0.002	-0.09926754	0	0.5	0	
0.0022	-0.09918981	0	0.5	0	
0.0024	-0.09911752	0	0.5	0	
0.0026	-0.09905029	0	0.5	0	
0.0028	-0.09898781	2.094224E-05	0.5	0.004188448	
0.003	-0.09892974	2.094224E-05	0.5	0.004188448	
0.0032	-0.09887581	2.094224E-05	0.5	0.004188448	
0.0034	-0.09882574	2.094224E-05	0.5	0.004188448	
0.0036	-0.09877928	2.094224E-05	0.5	0.004188448	
0.0038	-0.09873617	8.223057E-05	0.5	0.01228385	
0.004	-0.09869622	8.223057E-05	0.5	0.01228385	
0.0042	-0.09865922	8.223057E-05	0.5	0.01228385	
0.0044	-0.09862495	8.223057E-05	0.5	0.01228385	
0.0046	-0.09859326	8.223057E-05	0.5	0.01228385	
0.0048	-0.09856396	0.0001726483	0.5	0.01818635	
0.005	-0.09853691	0.0001726483	0.5	0.01818635	
0.0052	-0.09851196	0.0001726483	0.5	0.01818635	
0.0054	-0.09848895	0.0001726483	0.5	0.01818635	
0.0056	-0.09846778	0.0001726483	0.5	0.01818635	
0.0058	-0.09844832	0.0002834622	0.5	0.02237858	
0.006	-0.09843045	0.0002834622	0.5	0.02237858	
0.0062	-0.09841408	0.0002834622	0.5	0.02237858	
0.0064	-0.0983991	0.0002834622	0.5	0.02237858	
0.0066	-0.09838543	0.0002834622	0.5	0.02237858	
0.0068	-0.09837297	0.0004080581	0.5	0.02527352	
0.007	-0.09836166	0.0004080581	0.5	0.02527352	
0.0072	-0.0983514	0.0004080581	0.5	0.02527352	
0.0074	-0.09834214	0.0004080581	0.5	0.02527352	
0.0076	-0.09833381	0.0004080581	0.5	0.02527352	
0.0078	-0.09832634	0.0005415236	0.5	0.02720317	
0.007999999	-0.09831969	0.0005415236	0.5	0.02720317	
0.0082	-0.09831379	0.0005415236	0.5	0.02720317	
0.0084	-0.0983086	0.0005415236	0.5	0.02720317	
0.008599999	-0.09830407	0.0005415236	0.5	0.02720317	
0.0088	-0.09830016	0.0006802646	0.5	0.0284251	
0.009	-0.09829681	0.0006802646	0.5	0.0284251	
0.0092	-0.09829401	0.0006802646	0.5	0.0284251	
0.0094	-0.09829172	0.0006802646	0.5	0.0284251	
0.0096	-0.09828988	0.0006802646	0.5	0.0284251	
0.0098	-0.0982885	0.000821678	0.5	0.02913302	
0.01	-0.09828752	0.000821678	0.5	0.02913302	
0.0102	-0.09828691	0.000821678	0.5	0.02913302	
0.0104	-0.09828667	0.000821678	0.5	0.02913302	
0.0106	-0.09828675	0.000821678	0.5	0.02913302	
0.0108	-0.09828715	0.0009639028	0.5	0.02947207	
0.011	-0.09828784	0.0009639028	0.5	0.02947207	
0.0112	-0.09828879	0.0009639028	0.5	0.02947207	
0.0114	-0.09829	0.0009639028	0.5	0.02947207	
0.0116	-0.09829143	0.0009639028	0.5	0.02947207	
0.0118	-0.09829308	0.001105614	0.5	0.02954702	
0.012	-0.09829494	0.001105614	0.5	0.02954702	
0.0122	-0.09829699	0.001105614	0.5	0.02954702	
0.0124	-0.09829921	0.001105614	0.5	0.02954702	
0.0126	-0.0983016	0.001105614	0.5	0.02954702	
0.0128	-0.09830414	0.001245879	0.5	0.02943507	
0.013	-0.09830682	0.001245879	0.5	0.02943507	
0.0132	-0.09830963	0.001245879	0.5	0.02943507	
0.0134	-0.09831257	0.001245879	0.5	0.02943507	
0.0136	-0.09831561	0.001245879	0.5	0.02943507	
0.0138	-0.09831876	0.001384053	0.5	0.02919215	
0.014	-0.09832201	0.001384053	0.5	0.02919215	
0.0142	-0.09832536	0.001384053	0.5	0.02919215	
0.0144	-0.09832878	0.001384053	0.5	0.02919215	
0.0146	-0.09833229	0.001384053	0.5	0.02919215	
0.0148	-0.09833585	0.001519692	0.5	0.02885781	
0.015	-0.09833949	0.001519692	0.5	0.02885781	
0.0152	-0.09834319	0.001519692	0.5	0.02885781	
0.0154	-0.09834695	0.001519692	0.5	0.02885781	
0.0156	-0.09835076	0.001519692	0.5	0.02885781	
0.0158	-0.09835461	0.001652499	0.5	0.02846111	
0.016	-0.0983585	0.001652499	0.5	0.02846111	
0.0162	-0.09836244	0.001652499	0.5	0.02846111	
0.0164	-0.09836642	0.001652499	0.5	0.02846111	
0.0166	-0.09837043	0.001652499	0.5	0.02846111	
0.0168	-0.09837447	0.001782285	0.5	0.0280228	
0.017	-0.09837854	0.001782285	0.5	0.0280228	
0.0172	-0.09838264	0.001782285	0.5	0.0280228	
0.0174	-0.09838675	0.001782285	0.5	0.0280228	
0.0176	-0.09839088	0.001782285	0.5	0.0280228	
0.0178	-0.09839504	0.001908931	0.5	0.02755715	
0.018	-0.09839921	0.001908931	0.5	0.02755715	
0.0182	-0.0984034	0.001908931	0.5	0.02755715	
0.0184	-0.0984076	0.001908931	0.5	0.02755715	
